,firebase_id,rho,prolific_pid,session_id,sentence_set_id,total_time_taken,question_id,question_index,statement_id,statement_text,name,gender,uncertainty_expression,response,self_response,time_taken,exp_order_int,include_participant,true
0,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,25,1,science__true_0,Amanda believes it's very unlikely that the largest planet in the solar system is Jupiter.,Amanda,female,very unlikely,10,85,22.715999999999998,0,True,true
1,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,14,2,history_of_art__false_4,Cheri believes it's highly likely that the painter Frida Kahlo was Australian.,Cheri,female,highly likely,85,60,15.19,13,True,false
2,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,5,3,city__true_0,Camille believes it's uncertain that Mount Everest is part of the Himalayas mountain range.,Camille,female,uncertain,50,75,14.363,6,True,true
3,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,21,4,science__false_1,Raul believes it's possible that oG is a measure of the acidity or basicity of a substance.,Raul,male,possible,30,50,33.796,7,True,false
4,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,29,5,science__true_4,Bruce believes it's highly likely that the moon is the closest astronomical object to the Earth.,Bruce,male,highly likely,85,100,18.22,13,True,true
5,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,8,6,city__true_3,Olga believes it's not likely that the Great Pyramid of Giza is located in Egypt.,Olga,female,not likely,10,100,8.652000000000001,3,True,true
6,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,24,7,science__false_4,Ethel believes it's doubtful that Gus Grissom was the first man to set foot on the moon.,Ethel,female,doubtful,5,10,23.095,4,True,false
7,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,15,8,history_of_art__true_0,Johnnie believes it's very likely that pointillism is the technique of applying paint in small dots.,Johnnie,male,very likely,85,50,4.783,12,True,true
8,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,23,9,science__false_3,Joey believes it's not likely that Africa is the only continent without grasslands.,Joey,male,not likely,10,25,22.163,3,True,false
9,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,27,10,science__true_2,Silvia believes the white domestic pigeon symbolizes peace.,Silvia,female,control,100,10,12.947,11,True,true
10,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,9,11,city__true_4,"Jessica believes it's doubtful that before Delhi, Calcutta was India's capital city.",Jessica,female,doubtful,10,50,15.283,4,True,true
11,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,1,12,city__false_1,Gary believes it's probable that Great Britain directly borders 2 countries.,Gary,male,probable,75,50,10.059,9,True,false
12,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,13,13,history_of_art__false_3,Jeffery believes it's almost certain that Pablo Picasso was a major force in Pop Art.,Jeffery,male,almost certain,95,35,3.9989999999999997,14,True,false
13,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,6,14,city__true_1,Roxanne believes it's possible that the Eiffel Tower is made of iron.,Roxanne,female,possible,20,55,10.684,7,True,true
14,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,12,15,history_of_art__false_2,Brendan believes Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,control,100,50,11.259,11,True,false
15,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,3,16,city__false_3,Lance believes it's somewhat likely that New York is known as the Big Orange.,Lance,male,somewhat likely,70,0,13.296,8,True,false
16,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,22,17,science__false_2,Nathan believes it's unlikely that the nearest planet to the sun is Mars.,Nathan,male,unlikely,15,5,7.12,2,True,false
17,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,10,18,history_of_art__false_0,Jacquelyn believes it's very unlikely that the Mona Lisa is a famous painting by Tintoretto.,Jacquelyn,female,very unlikely,5,50,6.803999999999999,0,True,false
18,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,7,19,city__true_2,Kenny believes it's unlikely that the Statue of Liberty is green.,Kenny,male,unlikely,15,75,6.784,2,True,true
19,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,11,20,history_of_art__false_1,Nick believes it's highly unlikely that the Scream is the best known painting by Jackson Pollock.,Nick,male,highly unlikely,10,5,7.087999999999999,1,True,false
20,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,26,21,science__true_1,Bonnie believes it's highly unlikely that the branch of science concerned with fossil animals and plants is called Paleontology.,Bonnie,female,highly unlikely,10,70,8.884,1,True,true
21,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,18,22,history_of_art__true_3,Catherine believes it's somewhat likely that Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,somewhat likely,65,50,10.62,8,True,true
22,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,4,23,city__false_4,Isaac believes it's somewhat unlikely that the UK Prime Minister lives in the White House.,Isaac,male,somewhat unlikely,25,0,12.436,5,True,false
23,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,19,24,history_of_art__true_4,Gabriela believes it's somewhat unlikely that The Thinker is a sculpture by Auguste Rodin.,Gabriela,female,somewhat unlikely,20,50,7.756,5,True,true
24,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,2,25,city__false_2,"Mike believes it's likely that the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.",Mike,male,likely,70,50,7.624,10,True,false
25,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,20,26,science__false_0,Violet believes it's uncertain that carbon monoxide's chemical formula is H2O.,Violet,female,uncertain,50,0,4.0,6,True,false
26,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,16,27,history_of_art__true_1,David believes it's probable that the Renaissance took place in Europe.,David,male,probable,60,25,8.636000000000001,9,True,true
27,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,17,28,history_of_art__true_2,Tara believes it's likely that the Renaissance and the Risorgimento are two major historical events in Italy.,Tara,female,likely,70,50,10.755,10,True,true
28,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,28,29,science__true_3,Laura believes it's almost certain that there are more different species of insects than any other type of animal.,Laura,female,almost certain,95,50,5.415,14,True,true
29,1RuUhgwaIEXplCblTLSDoMLyAol1,0.9336416743385955,656e0dab178ffccdaa47202e,663a5d96ead22e6a5ce825c9,3__c01h01s01,662.077,0,30,city__false_0,Marco believes it's very likely that Big Ben is located in Berlin.,Marco,male,very likely,85,5,3.795,12,True,false
30,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,0,1,city__false_0,Marco believes it's unlikely that Big Ben is located in Berlin.,Marco,male,unlikely,15,0,14.339,2,True,false
31,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,3,2,city__false_3,Lance believes it's very unlikely that New York is known as the Big Orange.,Lance,male,very unlikely,5,0,10.752,0,True,false
32,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,13,3,history_of_art__false_3,Jeffery believes it's uncertain that Pablo Picasso was a major force in Pop Art.,Jeffery,male,uncertain,10,10,10.447,6,True,false
